总价(万),单价(元/平米),房型,楼层,朝向,户型结构,装修情况,总面积,建造时间,小区名称,地区,是否有电梯,建筑结构,梯户比例,total_price,unit_price,total_area,build_year,community,district,room_cnt,hall_cnt,toilet_cnt,floor_level,floor_code,direction_clean,is_south_facing,decoration_type,decoration_score,area_range,house_age,age_range,price_level,elevator_num,household_num,density,is_valid
125.0,10071,4室1厅2卫,中楼层,南,平层,精装,124.12,2013,碧桂园高尔夫花园,望城,有,钢混结构,两梯四户,125.0,10071,124.12,2013,碧桂园高尔夫花园,望城,4,1,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
118.0,8241,4室2厅2卫,高楼层,南北,平层,其他,143.2,2013,绿城美的明月江南,长沙县,有,钢混结构,其他,118.0,8241,143.2,2013,绿城美的明月江南,长沙县,4,2,2,高楼层,3,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
118.0,9742,3室2厅2卫,中楼层,南北,平层,精装,121.13,2013,地华梅溪湖畔,岳麓,有,钢混结构,两梯四户,118.0,9742,121.13,2013,地华梅溪湖畔,岳麓,3,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
185.0,14232,4室2厅2卫,高楼层,南,平层,其他,129.99,2013,旭辉国悦府,雨花,有,钢混结构,两梯三户,185.0,14232,129.99,2013,旭辉国悦府,雨花,4,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
59.0,8310,2室2厅1卫,中楼层,南,平层,其他,71.0,2013,中信文化广场雅居,天心,有,钢混结构,四梯十九户,59.0,8310,71.0,2013,中信文化广场雅居,天心,2,2,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,4.0,19.0,4.75,1
188.0,15556,3室2厅2卫,低楼层,南北,平层,其他,120.86,2016,保利西海岸,岳麓,有,钢混结构,两梯四户,188.0,15556,120.86,2016,保利西海岸,岳麓,3,2,2,低楼层,1,南北通透,1,其他,0,中户型(90-144㎡),10,次新房(6-10年),豪宅,,,,1
96.8,8332,4室2厅2卫,高楼层,南,平层,毛坯,116.19,2013,恒泰湘壹府,开福,有,钢混结构,其他,96.8,8332,116.19,2013,恒泰湘壹府,开福,4,2,2,高楼层,3,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
145.8,10858,4室2厅2卫,中楼层,南北,平层,精装,134.28,2013,中建芙蓉嘉苑,天心,有,钢混结构,两梯六户,145.8,10858,134.28,2013,中建芙蓉嘉苑,天心,4,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
78.0,8558,3室2厅1卫,中楼层,南,平层,精装,91.15,2017,和悦城,长沙县,有,钢混结构,两梯四户,78.0,8558,91.15,2017,和悦城,长沙县,3,2,1,中楼层,2,正南,1,精装,3,中户型(90-144㎡),9,次新房(6-10年),豪宅,,,,1
195.0,12835,5室2厅2卫,中楼层,南,平层,精装,151.93,2013,融科东南海,雨花,有,钢混结构,两梯三户,195.0,12835,151.93,2013,融科东南海,雨花,5,2,2,中楼层,2,正南,1,精装,3,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
95.0,10447,3室2厅1卫,中楼层,南北,平层,简装,90.94,2010,世纪城悦江苑,开福,有,钢混结构,两梯三户,95.0,10447,90.94,2010,世纪城悦江苑,开福,3,2,1,中楼层,2,南北通透,1,简装,2,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
85.0,6830,4室2厅2卫,高楼层,南,平层,其他,124.46,2013,长房星珑湾,望城,有,钢混结构,其他,85.0,6830,124.46,2013,长房星珑湾,望城,4,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
188.0,13446,4室2厅2卫,中楼层,南北,平层,其他,139.82,2013,万境潇湘,开福,有,钢混结构,两梯六户,188.0,13446,139.82,2013,万境潇湘,开福,4,2,2,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
75.0,7535,3室2厅2卫,低楼层,南,平层,毛坯,99.54,2013,金辉优步学府,望城,有,钢混结构,其他,75.0,7535,99.54,2013,金辉优步学府,望城,3,2,2,低楼层,1,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
135.0,13420,3室1厅1卫,中楼层,南,平层,精装,100.6,2013,招商华发依云曦城,岳麓,有,钢混结构,两梯四户,135.0,13420,100.6,2013,招商华发依云曦城,岳麓,3,1,1,中楼层,2,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
74.8,5804,3室2厅2卫,中楼层,南,平层,毛坯,128.89,2020,金广星苑,长沙县,有,钢混结构,其他,74.8,5804,128.89,2020,金广星苑,长沙县,3,2,2,中楼层,2,正南,1,毛坯,1,中户型(90-144㎡),6,次新房(6-10年),豪宅,,,,1
310.0,16888,4室2厅3卫,高楼层,南北,平层,其他,183.57,2013,东原麓印长江,开福,有,钢混结构,其他,310.0,16888,183.57,2013,东原麓印长江,开福,4,2,3,高楼层,3,南北通透,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
65.0,7442,3室2厅1卫,高楼层,南,平层,精装,87.35,2017,保利香槟国际,长沙县,有,钢混结构,两梯四户,65.0,7442,87.35,2017,保利香槟国际,长沙县,3,2,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),9,次新房(6-10年),豪宅,,,,1
114.0,8840,4室2厅2卫,中楼层,南,平层,毛坯,128.97,2021,旭辉美的东樾城,长沙县,有,钢混结构,其他,114.0,8840,128.97,2021,旭辉美的东樾城,长沙县,4,2,2,中楼层,2,正南,1,毛坯,1,中户型(90-144㎡),5,新房(0-5年),豪宅,,,,1
105.0,7709,3室2厅2卫,中楼层,南,平层,精装,136.21,2013,中建麓山和苑,岳麓,有,钢混结构,两梯三户,105.0,7709,136.21,2013,中建麓山和苑,岳麓,3,2,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
93.0,14688,1室1厅1卫,低楼层,西,平层,简装,63.32,2013,江与城,天心,有,钢混结构,四梯二十二户,93.0,14688,63.32,2013,江与城,天心,1,1,1,低楼层,1,西,0,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,4.0,22.0,5.5,1
168.8,12144,3室2厅2卫,高楼层,南北,平层,精装,139.01,2013,天城尚品,天心,有,钢混结构,两梯两户,168.8,12144,139.01,2013,天城尚品,天心,3,2,2,高楼层,3,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
85.0,9103,3室2厅1卫,高楼层,东南,平层,简装,93.38,2015,汇一城,芙蓉,有,钢混结构,其他,85.0,9103,93.38,2015,汇一城,芙蓉,3,2,1,高楼层,3,东南,1,简装,2,中户型(90-144㎡),11,老房(11-20年),豪宅,,,,1
85.0,9632,2室2厅1卫,中楼层,南,平层,精装,88.25,2013,恒大雅苑,开福,有,钢混结构,两梯四户,85.0,9632,88.25,2013,恒大雅苑,开福,2,2,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
90.0,7143,3室2厅2卫,中楼层,南北,平层,其他,126.0,2013,山水南雅,天心,有,钢混结构,一梯两户,90.0,7143,126.0,2013,山水南雅,天心,3,2,2,中楼层,2,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
126.0,11616,3室2厅2卫,高楼层,南,平层,其他,108.48,2015,华润置地橡树湾,岳麓,有,钢混结构,两梯四户,126.0,11616,108.48,2015,华润置地橡树湾,岳麓,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),11,老房(11-20年),豪宅,,,,1
60.0,6404,3室2厅1卫,高楼层,南,平层,精装,93.7,2010,方略潇邦,长沙县,有,钢混结构,两梯五户,60.0,6404,93.7,2010,方略潇邦,长沙县,3,2,1,高楼层,3,正南,1,精装,3,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
136.0,9460,4室2厅2卫,低楼层,南,平层,精装,143.77,2018,勤诚达境界城,望城,有,钢混结构,两梯三户,136.0,9460,143.77,2018,勤诚达境界城,望城,4,2,2,低楼层,1,正南,1,精装,3,中户型(90-144㎡),8,次新房(6-10年),豪宅,,,,1
75.0,8025,2室2厅1卫,低楼层,南,平层,简装,93.46,2007,福乐康城,雨花,有,钢混结构,一梯两户,75.0,8025,93.46,2007,福乐康城,雨花,2,2,1,低楼层,1,正南,1,简装,2,中户型(90-144㎡),19,老房(11-20年),豪宅,,,,1
135.0,10871,4室2厅2卫,中楼层,南,平层,其他,124.19,2012,童话里,天心,有,钢混结构,两梯四户,135.0,10871,124.19,2012,童话里,天心,4,2,2,中楼层,2,正南,1,其他,0,中户型(90-144㎡),14,老房(11-20年),豪宅,,,,1
98.0,9113,3室1厅1卫,低楼层,南,平层,其他,107.55,2008,和庄,天心,有,钢混结构,三梯九户,98.0,9113,107.55,2008,和庄,天心,3,1,1,低楼层,1,正南,1,其他,0,中户型(90-144㎡),18,老房(11-20年),豪宅,3.0,9.0,3.0,1
210.0,18608,3室2厅2卫,中楼层,南,平层,精装,112.86,2013,龙湖春江郦城,岳麓,有,钢混结构,两梯三户,210.0,18608,112.86,2013,龙湖春江郦城,岳麓,3,2,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
75.0,7956,3室2厅1卫,高楼层,南,平层,毛坯,94.28,2022,永宏万家里,长沙县,有,钢混结构,两梯四户,75.0,7956,94.28,2022,永宏万家里,长沙县,3,2,1,高楼层,3,正南,1,毛坯,1,中户型(90-144㎡),4,新房(0-5年),豪宅,,,,1
78.0,10334,2室2厅1卫,低楼层,南,平层,精装,75.48,2015,珠江郦城薰衣道,开福,有,钢混结构,两梯四户,78.0,10334,75.48,2015,珠江郦城薰衣道,开福,2,2,1,低楼层,1,正南,1,精装,3,小户型(<90㎡),11,老房(11-20年),豪宅,,,,1
42.0,7553,2室1厅1卫,低楼层,南北,平层,简装,55.61,2013,赤岗社区市政宿舍,雨花,有,钢混结构,其他,42.0,7553,55.61,2013,赤岗社区市政宿舍,雨花,2,1,1,低楼层,1,南北通透,1,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
63.0,5898,3室2厅2卫,低楼层,南,平层,其他,106.83,2013,晟通城,望城,有,钢混结构,其他,63.0,5898,106.83,2013,晟通城,望城,3,2,2,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
268.0,16075,4室2厅2卫,高楼层,南北,平层,毛坯,166.72,2010,星城荣域,天心,有,钢混结构,两梯两户,268.0,16075,166.72,2010,星城荣域,天心,4,2,2,高楼层,3,南北通透,1,毛坯,1,大户型(>144㎡),16,老房(11-20年),豪宅,,,,1
87.0,7910,3室2厅2卫,高楼层,南,平层,毛坯,110.0,2013,伊景园滨河苑,雨花,有,钢混结构,其他,87.0,7910,110.0,2013,伊景园滨河苑,雨花,3,2,2,高楼层,3,正南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
69.8,5617,3室2厅2卫,中楼层,南北,平层,精装,124.28,2008,星沙教师公寓,长沙县,有,钢混结构,两梯六户,69.8,5617,124.28,2008,星沙教师公寓,长沙县,3,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),18,老房(11-20年),豪宅,,,,1
76.8,8780,2室2厅1卫,中楼层,南,平层,精装,87.48,2012,克拉美丽山庄,天心,有,钢混结构,两梯四户,76.8,8780,87.48,2012,克拉美丽山庄,天心,2,2,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),14,老房(11-20年),豪宅,,,,1
85.0,9693,3室2厅1卫,中楼层,南,平层,其他,87.7,2012,万国城MOMA三期,开福,有,钢混结构,两梯四户,85.0,9693,87.7,2012,万国城MOMA三期,开福,3,2,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),14,老房(11-20年),豪宅,,,,1
72.0,5405,3室2厅2卫,低楼层,南,平层,精装,133.23,2020,中安善化国际,长沙县,有,钢混结构,其他,72.0,5405,133.23,2020,中安善化国际,长沙县,3,2,2,低楼层,1,正南,1,精装,3,中户型(90-144㎡),6,次新房(6-10年),豪宅,,,,1
98.0,11320,2室1厅1卫,中楼层,南,平层,其他,86.58,2012,高鑫麓城,岳麓,有,钢混结构,两梯四户,98.0,11320,86.58,2012,高鑫麓城,岳麓,2,1,1,中楼层,2,正南,1,其他,0,小户型(<90㎡),14,老房(11-20年),豪宅,,,,1
248.0,11011,6室2厅4卫,低楼层,南,平层,毛坯,225.23,2013,建工·象山国际,岳麓,有,钢混结构,其他,248.0,11011,225.23,2013,建工·象山国际,岳麓,6,2,4,低楼层,1,正南,1,毛坯,1,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
86.0,8929,3室2厅2卫,中楼层,南北,平层,精装,96.32,2013,乾源国际广场,望城,有,钢混结构,两梯五户,86.0,8929,96.32,2013,乾源国际广场,望城,3,2,2,中楼层,2,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
56.0,10981,1室1厅1卫,高楼层,南,平层,简装,51.0,2012,少帅府,开福,有,钢混结构,六梯二十六户,56.0,10981,51.0,2012,少帅府,开福,1,1,1,高楼层,3,正南,1,简装,2,小户型(<90㎡),14,老房(11-20年),豪宅,6.0,26.0,4.333333333333333,1
105.0,9020,3室2厅2卫,高楼层,南,平层,其他,116.42,2009,雄海花园,岳麓,有,钢混结构,其他,105.0,9020,116.42,2009,雄海花园,岳麓,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),17,老房(11-20年),豪宅,,,,1
78.0,8725,2室2厅1卫,中楼层,南,平层,精装,89.4,2015,恒大翡翠华庭,长沙县,有,钢混结构,两梯四户,78.0,8725,89.4,2015,恒大翡翠华庭,长沙县,2,2,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),11,老房(11-20年),豪宅,,,,1
145.0,10602,3室2厅2卫,高楼层,南,平层,其他,136.77,2013,金色溪泉湾,开福,有,钢混结构,两梯四户,145.0,10602,136.77,2013,金色溪泉湾,开福,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
152.0,13572,3室2厅1卫,低楼层,东南,平层,毛坯,112.0,2013,德奥悦东方,雨花,有,钢混结构,两梯三户,152.0,13572,112.0,2013,德奥悦东方,雨花,3,2,1,低楼层,1,东南,1,毛坯,1,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
120.0,5396,6室0厅6卫,高楼层,南北,平层,其他,222.4,2013,星沙二区,长沙县,有,钢混结构,其他,120.0,5396,222.4,2013,星沙二区,长沙县,6,0,6,高楼层,3,南北通透,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
200.0,13915,4室1厅2卫,低楼层,北,平层,简装,143.73,2013,龙湖碧桂园天宸原著,芙蓉,有,钢混结构,其他,200.0,13915,143.73,2013,龙湖碧桂园天宸原著,芙蓉,4,1,2,低楼层,1,北,0,简装,2,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
85.0,10005,2室2厅1卫,高楼层,南,平层,精装,84.96,2016,阳光城尚东湾青云苑,雨花,有,钢混结构,两梯四户,85.0,10005,84.96,2016,阳光城尚东湾青云苑,雨花,2,2,1,高楼层,3,正南,1,精装,3,小户型(<90㎡),10,次新房(6-10年),豪宅,,,,1
115.0,10014,3室2厅2卫,高楼层,南,平层,其他,114.84,2013,新城和樾,开福,有,框架结构,两梯三户,115.0,10014,114.84,2013,新城和樾,开福,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
155.0,12302,4室2厅2卫,低楼层,南,平层,精装,126.0,2011,江河双水湾,雨花,有,钢混结构,两梯四户,155.0,12302,126.0,2011,江河双水湾,雨花,4,2,2,低楼层,1,正南,1,精装,3,中户型(90-144㎡),15,老房(11-20年),豪宅,,,,1
93.0,14688,1室1厅1卫,低楼层,西,平层,简装,63.32,2013,江与城,天心,有,钢混结构,四梯二十二户,93.0,14688,63.32,2013,江与城,天心,1,1,1,低楼层,1,西,0,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,4.0,22.0,5.5,1
310.0,23466,4室2厅2卫,高楼层,南,平层,精装,132.11,2013,深业鹭栖府,岳麓,有,钢混结构,两梯四户,310.0,23466,132.11,2013,深业鹭栖府,岳麓,4,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
100.0,10527,3室2厅2卫,高楼层,南,平层,精装,95.0,2013,澳海澜庭月亮湾,望城,有,钢混结构,其他,100.0,10527,95.0,2013,澳海澜庭月亮湾,望城,3,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
119.5,9830,3室2厅2卫,低楼层,南北,平层,精装,121.57,2013,长燃新奥佳园,望城,有,钢混结构,四梯四户,119.5,9830,121.57,2013,长燃新奥佳园,望城,3,2,2,低楼层,1,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,4.0,4.0,1.0,1
107.0,12328,3室2厅2卫,中楼层,南,平层,毛坯,86.8,2013,合能洋湖公馆一期,岳麓,有,钢混结构,两梯六户,107.0,12328,86.8,2013,合能洋湖公馆一期,岳麓,3,2,2,中楼层,2,正南,1,毛坯,1,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
37.0,4170,2室1厅1卫,低楼层,南,平层,精装,88.74,2013,方略潇邦,长沙县,有,钢混结构,两梯三户,37.0,4170,88.74,2013,方略潇邦,长沙县,2,1,1,低楼层,1,正南,1,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
220.0,18652,3室2厅2卫,中楼层,南,平层,精装,117.95,2020,中海阅江府,岳麓,有,钢混结构,其他,220.0,18652,117.95,2020,中海阅江府,岳麓,3,2,2,中楼层,2,正南,1,精装,3,中户型(90-144㎡),6,次新房(6-10年),豪宅,,,,1
155.0,11559,4室2厅2卫,高楼层,南,平层,精装,134.1,2013,碧桂园荟隽棠,岳麓,有,钢混结构,其他,155.0,11559,134.1,2013,碧桂园荟隽棠,岳麓,4,2,2,高楼层,3,正南,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
17.7,4639,1室1厅1卫,中楼层,东,平层,其他,38.16,2013,五矿紫湖香醍,天心,有,钢混结构,四梯二十九户,17.7,4639,38.16,2013,五矿紫湖香醍,天心,1,1,1,中楼层,2,东,0,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,4.0,29.0,7.25,1
106.0,9381,3室2厅2卫,中楼层,北南,平层,其他,113.0,2013,世锦家和院,长沙县,有,钢混结构,两梯四户,106.0,9381,113.0,2013,世锦家和院,长沙县,3,2,2,中楼层,2,北,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
94.8,10954,3室2厅2卫,高楼层,南,平层,精装,86.55,2014,富基世纪公园,望城,有,钢混结构,两梯四户,94.8,10954,86.55,2014,富基世纪公园,望城,3,2,2,高楼层,3,正南,1,精装,3,小户型(<90㎡),12,老房(11-20年),豪宅,,,,1
81.0,9473,3室2厅1卫,高楼层,南北,平层,精装,85.51,2013,庄园心伽泊,开福,有,未知结构,两梯五户,81.0,9473,85.51,2013,庄园心伽泊,开福,3,2,1,高楼层,3,南北通透,1,精装,3,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
89.0,11630,2室1厅1卫,中楼层,南,平层,精装,76.53,2014,中一九骏,岳麓,有,钢混结构,两梯四户,89.0,11630,76.53,2014,中一九骏,岳麓,2,1,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),12,老房(11-20年),豪宅,,,,1
78.0,10741,2室1厅1卫,中楼层,西北,平层,简装,72.62,2013,中天广场,芙蓉,有,钢混结构,六梯四十九户,78.0,10741,72.62,2013,中天广场,芙蓉,2,1,1,中楼层,2,西,0,简装,2,小户型(<90㎡),13,老房(11-20年),豪宅,6.0,49.0,8.166666666666666,1
78.8,9317,2室1厅1卫,低楼层,南,平层,精装,84.58,2007,鑫兴佳园,雨花,有,钢混结构,两梯五户,78.8,9317,84.58,2007,鑫兴佳园,雨花,2,1,1,低楼层,1,正南,1,精装,3,小户型(<90㎡),19,老房(11-20年),豪宅,,,,1
92.0,10029,3室2厅1卫,高楼层,东南,平层,其他,91.74,2013,保利麓谷林语蔷薇谷,岳麓,有,钢混结构,两梯四户,92.0,10029,91.74,2013,保利麓谷林语蔷薇谷,岳麓,3,2,1,高楼层,3,东南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
86.8,9284,3室1厅1卫,中楼层,南,平层,精装,93.5,2014,勤诚达新界,望城,有,钢混结构,两梯四户,86.8,9284,93.5,2014,勤诚达新界,望城,3,1,1,中楼层,2,正南,1,精装,3,中户型(90-144㎡),12,老房(11-20年),豪宅,,,,1
32.8,7902,1室0厅1卫,低楼层,南,平层,精装,41.51,2012,观园国际公寓,开福,有,钢混结构,十梯三十八户,32.8,7902,41.51,2012,观园国际公寓,开福,1,0,1,低楼层,1,正南,1,精装,3,小户型(<90㎡),14,老房(11-20年),豪宅,10.0,38.0,3.8,1
108.0,10675,3室2厅2卫,高楼层,南北,平层,其他,101.18,2014,湘府十城,雨花,有,钢混结构,两梯三户,108.0,10675,101.18,2014,湘府十城,雨花,3,2,2,高楼层,3,南北通透,1,其他,0,中户型(90-144㎡),12,老房(11-20年),豪宅,,,,1
90.0,10345,2室2厅1卫,高楼层,南,平层,其他,87.0,2013,时代倾城,望城,有,钢混结构,两梯四户,90.0,10345,87.0,2013,时代倾城,望城,2,2,1,高楼层,3,正南,1,其他,0,小户型(<90㎡),13,老房(11-20年),豪宅,,,,1
68.0,8000,2室2厅1卫,高楼层,北,平层,其他,85.0,2009,好家园,岳麓,有,钢混结构,其他,68.0,8000,85.0,2009,好家园,岳麓,2,2,1,高楼层,3,北,0,其他,0,小户型(<90㎡),17,老房(11-20年),豪宅,,,,1
92.0,8745,3室1厅2卫,低楼层,南,平层,其他,105.21,2015,澳海澜庭,望城,有,钢混结构,两梯四户,92.0,8745,105.21,2015,澳海澜庭,望城,3,1,2,低楼层,1,正南,1,其他,0,中户型(90-144㎡),11,老房(11-20年),豪宅,,,,1
153.0,13917,3室2厅2卫,高楼层,南北,平层,其他,109.94,2013,梅溪悦章,岳麓,有,钢混结构,两梯三户,153.0,13917,109.94,2013,梅溪悦章,岳麓,3,2,2,高楼层,3,南北通透,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
99.0,7794,4室2厅2卫,中楼层,南,平层,其他,127.03,2013,金辉优步学府,望城,有,钢混结构,其他,99.0,7794,127.03,2013,金辉优步学府,望城,4,2,2,中楼层,2,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
128.0,14152,2室2厅1卫,中楼层,东南,平层,简装,90.45,2014,恒大华府,岳麓,有,钢混结构,两梯四户,128.0,14152,90.45,2014,恒大华府,岳麓,2,2,1,中楼层,2,东南,1,简装,2,中户型(90-144㎡),12,老房(11-20年),豪宅,,,,1
430.0,21321,4室2厅3卫,低楼层,南,平层,精装,201.68,2013,珠江颐德公馆,岳麓,有,钢混结构,其他,430.0,21321,201.68,2013,珠江颐德公馆,岳麓,4,2,3,低楼层,1,正南,1,精装,3,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
109.0,10656,3室2厅1卫,中楼层,南,平层,其他,102.29,2013,阳光城愉景苑,雨花,有,钢混结构,两梯四户,109.0,10656,102.29,2013,阳光城愉景苑,雨花,3,2,1,中楼层,2,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
125.8,13806,3室2厅2卫,高楼层,南,平层,其他,91.12,2007,盛世荷园,开福,有,钢混结构,两梯六户,125.8,13806,91.12,2007,盛世荷园,开福,3,2,2,高楼层,3,正南,1,其他,0,中户型(90-144㎡),19,老房(11-20年),豪宅,,,,1
468.0,36805,3室2厅1卫,低楼层,南,平层,其他,127.16,2013,八方小区B区,岳麓,有,钢混结构,两梯三户,468.0,36805,127.16,2013,八方小区B区,岳麓,3,2,1,低楼层,1,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),学区房,,,,1
83.0,11020,2室2厅1卫,中楼层,南,平层,精装,75.32,2016,麓谷星辰,岳麓,有,钢混结构,两梯九户,83.0,11020,75.32,2016,麓谷星辰,岳麓,2,2,1,中楼层,2,正南,1,精装,3,小户型(<90㎡),10,次新房(6-10年),豪宅,,,,1
96.0,10819,3室2厅1卫,中楼层,西南,平层,精装,88.74,2016,红星紫檀溪苑,岳麓,有,钢混结构,两梯四户,96.0,10819,88.74,2016,红星紫檀溪苑,岳麓,3,2,1,中楼层,2,西南,1,精装,3,小户型(<90㎡),10,次新房(6-10年),豪宅,,,,1
52.0,6266,3室2厅1卫,低楼层,南,平层,毛坯,83.0,2017,碧桂园天玺湾,长沙县,有,钢混结构,两梯四户,52.0,6266,83.0,2017,碧桂园天玺湾,长沙县,3,2,1,低楼层,1,正南,1,毛坯,1,小户型(<90㎡),9,次新房(6-10年),豪宅,,,,1
133.0,10999,4室2厅2卫,中楼层,南,平层,其他,120.93,2013,创元时代,雨花,有,钢混结构,两梯四户,133.0,10999,120.93,2013,创元时代,雨花,4,2,2,中楼层,2,正南,1,其他,0,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
148.5,9646,4室2厅2卫,中楼层,南,错层,精装,153.95,2008,恒盛世家,雨花,有,钢混结构,一梯两户,148.5,9646,153.95,2008,恒盛世家,雨花,4,2,2,中楼层,2,正南,1,精装,3,大户型(>144㎡),18,老房(11-20年),豪宅,,,,1
118.0,10739,3室1厅1卫,高楼层,南北,平层,精装,109.89,2013,五矿万境蓝山,天心,有,框架结构,两梯四户,118.0,10739,109.89,2013,五矿万境蓝山,天心,3,1,1,高楼层,3,南北通透,1,精装,3,中户型(90-144㎡),13,老房(11-20年),豪宅,,,,1
52.8,4302,4室2厅2卫,中楼层,南,平层,毛坯,122.74,2019,龙华山庄,宁乡,有,钢混结构,两梯四户,52.8,4302,122.74,2019,龙华山庄,宁乡,4,2,2,中楼层,2,正南,1,毛坯,1,中户型(90-144㎡),7,次新房(6-10年),豪宅,,,,1
73.5,8583,3室2厅1卫,高楼层,南北,平层,其他,85.64,2012,嘉福长安郡,雨花,有,钢混结构,两梯四户,73.5,8583,85.64,2012,嘉福长安郡,雨花,3,2,1,高楼层,3,南北通透,1,其他,0,小户型(<90㎡),14,老房(11-20年),豪宅,,,,1
130.0,8187,4室2厅2卫,中楼层,南,平层,其他,158.8,2013,金湘苑,望城,有,钢混结构,两梯两户,130.0,8187,158.8,2013,金湘苑,望城,4,2,2,中楼层,2,正南,1,其他,0,大户型(>144㎡),13,老房(11-20年),豪宅,,,,1
90.8,9525,2室2厅1卫,低楼层,南北,平层,其他,95.33,2010,世纪城鸿江苑,开福,有,钢混结构,两梯四户,90.8,9525,95.33,2010,世纪城鸿江苑,开福,2,2,1,低楼层,1,南北通透,1,其他,0,中户型(90-144㎡),16,老房(11-20年),豪宅,,,,1
88.0,6819,3室2厅2卫,中楼层,东南,平层,其他,129.06,2012,碧桂园威尼斯城水岸人家,长沙县,有,钢混结构,两梯四户,88.0,6819,129.06,2012,碧桂园威尼斯城水岸人家,长沙县,3,2,2,中楼层,2,东南,1,其他,0,中户型(90-144㎡),14,老房(11-20年),豪宅,,,,1
